,model,Test score (Accuracy),Train score (Accuracy),Number of trainable parameters,Number of layers,Regularization methods,Number of epochs,Loss function,Optimizer,Embedding dimension
0,RNN Model,0.8412,0.802,"365,793",6,Dropout,11,binary crossentropy,adam,16
